filename,text,total
f91e88880e,यस कालखण्डमा नामको,18
7e704ab1e8,काँध पाखुरा र छाती,18
a35676bf00,रक्षणमा लागेका छन्,18
a34d8841d7,लिच्छवि मानेका छन्,18
7e6230240f,मलाई लाग्छ तपाईँको,18
3946001422,स्तरमा चर्चामा रहे,18
666198470c,चलाएको हिसाब किताब,18
a35dce3b62,रहेको हृदयङ्गम गरी,18
b0f332b6d3,इतिहास मुख्य रूपले,18
b15acb0565,शक्तिले अलग गर्‍यो,18
b15d12689c,दर्शन गर्न र आफ्नो,18
b12f0f9b4a,दुई अक्षरबाट बनेका,18
7e7071ae09,विद्वानहरूको ध्यान,18
b1636ec3e5,भन्दा चाँडो लोकपाल,18
2fd750e297,धनबहादुर र दैलेखका,18
525ac43d95,महत्त्वपूर्ण मानेन,18
2fd8bd801c,काँगियो रूख वर्गमा,18
b1606c8218,देशको आर्थिक विकास,18
f8907c81a1,पृथ्वीमा अनेक स्तर,18
b15dc37658,विभाजनको एक भाग हो,18
b1184bf768,सम्मान आदि प्राप्त,18
b4269f45b5,गर्नु होला नमस्कार,18
2fb536c452,तथा सिर्जनाका लागि,18
b151cdf88f,उपत्यकामा प्रवाहित,18
f88dd1e2fb,केरलका संस्कृतिलाई,18
b14fbe1043,कार्य शंकर चौलागाई,18
b128c3dda6,पर्व मनाउने आआफ्नो,18
5178eb0495,नुहाउनाले निको भयो,18
b10765d2bd,उमेरमा ब्यारिमोरको,18
2d7d201c56,आफ्नो पहुँच पुगेका,18
2d940e4ec3,यस देशको सुरक्षाका,18
61ee0b4804,थपेर लामो बनाउनुको,18
517ae45a73,मद्दत गर्नुका साथै,18
2fb0dc0ed3,देशको आर्थिक विकास,18
b41fb985bd,देशभित्र पनि अञ्चल,18
2fdd5fd4e3,बनाउन सम्भव हुन्छ।,18
b134c465f8,एउटा टार सल्यानटार,18
2f943c1b39,जोड्नको लागि पहिलो,18
b4558affb0,उनको पहिलो चलचित्र,18
61cdb04865,जनघनत्व आबादी भएको,18
b12f3f2202,सेवा प्रदान गर्‍यो,18
2da03eb352,जेनिफर मोरिसन जन्म,18
b42fba5949,पोषण स्वास्थ्य तथा,18
669996d76c,तीन परिवार बस्थ्यो,18
b0f3280366,सिक्‍खहरूका नौवहरू,18
5260236ffb,सुकाउने पनि गरिन्छ,18
2d8008c32f,जुन शक्ति भरिएको छ,18
b139e23272,राखिएको देखेर छक्क,18
b11151e69f,एक विरहिणीले आफ्नो,18
b12e5b6de2,बजारमा एउटा प्रमुख,18
f8928f22b9,वा कुनै विशेषतालाई,18
04a637e51c,कटिबन्धीय देशहरूमा,18
5183754e7d,हिन्दू धर्म मान्ने,18
2fd5e8bb62,गेस्ट सुविधा अन्तु,18
5180c0f9ff,ढाक्रेहरूले गर्छन्,18
0506b9a7ff,जागरण थप्न गाविसको,18
f88d2bf0ca,गरेर रक्त मिश्रणको,18
b03052d336,हुन सक्ने क्षमताका,18
7e7463217a,यहाँको मुख्य भवनको,18
7d25bee20d,बागमती अञ्चल धादिङ,18
f91ee73885,अङ्ग्रेजीमा स्नातक,18
30405347fb,यो पार्क छिन्ताङ्ग,18
f88bcbd44a,देखि बन्नेवाला सबै,18
61f773df49,बजे राजघाट जानेछन्,18
7d22ce8690,यस आधारमा गणना गरी,18
7d320fda4c,केवल एउटा जिल्लाको,18
b146bd9f53,गङ्गा नदीको प्रयोग,18
f9284a3342,भूमिगत जलभृत लाखौँ,18
2d7f9f3141,टेलिभिजन च्यानल हो,18
b11378eddb,आमा र बच्चा दुबैको,18
6699ef3085,सब्जी तरकारीको सुप,18
b445ff9b61,तीन पटकको आक्रमणमा,18
665d93cd89,यथाशक्ति रातो कपडा,18
b149637d46,भन्ने ठाउँमा रहेको,18
050681b00c,मलाई डोलीबाजा गरेर,18
2fd555a044,जुन दोस्रो स्थानको,18
7d31184946,गोदावरी एक धार्मिक,18
2d90631568,बेलको साथ भूमिकाको,18
2f995518a3,म अङ्ग्रेजी भाषाको,18
61ed3d97b7,मान्छेको आवात जावत,18
b4e1d88e1d,प्रथम कुरा तपाईँले,18
2fb9a28355,आवासीय क्षेत्र तथा,18
517605f979,एक प्रकारको वस्त्र,18
b445a1718f,आफ्ना बाहुले नदीको,18
2da2d49723,समयभन्दा अति क्रूर,18
b143e64aa3,कथाहरू पाँच प्रकरण,18
b124e60a7e,हुनेछन् जसले गर्दा,18
7ecf77eb3c,किनभने भनेको समयमा,18
04889c2c29,नामक पुस्तिका लेखी,18
7ec93e97b5,तीर्थको रूपमा हामी,18
2fbe7e92b9,धारा प्रवाहित भएको,18
2e4862b470,उत्तरी भागमा पर्दछ,18
3050207101,क्रुद्ध हुँदै आएका,18
2d1d83a671,भाषाको एउटा स्वरूप,18
2d253a0d71,त्यसपछि थ्रि स्टार,18
b4b9174803,धादिङको ज्यामरुङमा,18
3064c9d9ab,कुरा प्रभावित गर्छ,18
2d827438e4,समातेर बाहिर तान्न,18
2d8d906c66,यहाँको जनसङ्ख्या छ,18
2d8a4c7136,प्रयोग गर्न सकिन्छ,18
b011b8aaf9,त्यतिबेला मलाई दुख,18
7cfb0a8620,व्हिस्की बनेको समय,18
7cf5355b22,यसलाई देवतालाई झैं,18
050e7fe007,पानीसँग खान सकिन्छ,18
f9459a17fc,गर्दा आधुनिक समयको,18
66501bc38a,उनी अभिव्यक्ति तथा,18
7d02f05329,उनका अनुभवको सारका,18
7e554cd902,दिमागमा एउटा विचार,18
b03509d9ab,आत्मा र परमात्माको,18
f9468c291c,नयाँ दिल्लीमा भएको,18
f87d2763f4,विष्णुपुरमा स्थायी,18
514fec1203,ती राधास्वामी मतका,18
7dd37d9622,जस्तो ठाउँमा हुन्छ,18
f8dd2a3966,देशको बाँकी भागसँग,18
7e51856ea7,तर त्यस चलचित्रपछि,18
b004b94806,गराउनु राम्रो होला,18
b4c3c09ccc,मृत्यु भएको बताइन्,18
51e7cd0b2c,उत्पत्ति र विकासमा,18
b03a1cb635,नै भनिएको हुनुपर्छ,18
3054886563,विष्णुको नाम गोपाल,18
2ed6885654,हाउसको सुरुवात भयो,18
2fcea0a9c4,वर्षको अन्तराल पछि,18
