filename,text,total
0e8530ff27,कुनै क्षति नभएको,16
0e853e04d5,स्वर्ण पदक दिलाए,16
9fb3ceb94b,एउटा आँकडाअनुसार,16
6f43d1e65e,राम्रा मानिस थिए,16
0e7a46ca73,कन्सर्ट मास्टरको,16
0e7a15e9aa,हुनाले यो समस्या,16
85f5ed6871,तर बाबु होमनाथले,16
ed620deedb,उदाहरणको लागि तल,16
d5d9d4b404,अर्याल हुनुहुन्छ,16
4cc03f8a60,दुई सय भत्तासहित,16
ed5a22daa0,थियो उनका सन्तान,16
0f538dc13d,बर्थका कुरा सेती,16
aebad80812,उनले धेरै धर्मका,16
0f529228e7,सिक्नुपर्ने धेरै,16
3bacd6cef1,उचित जानकारी दिन,16
6b76941bc4,अनुवाद गर्न थाले,16
6b002a3186,केही यस्तो गरोस्,16
5ec956ccc1,प्रतिदिन एक माला,16
3c591e86fa,भन्दा ठूलो हुन्छ,16
e21b2858cb,साथै खाजा खर्चको,16
529128fbdb,निभाडाको राजधानी,16
ed50e25492,रोगीलाई छिटै भिड,16
9fa87bc7fe,खाएर सभामा बस्दा,16
6f612a31ab,मङ्गलग्रहमा आएको,16
58b10817aa,उनको प्रशंसा गरे,16
9fb6afa32f,तथा शिक्षाको कमी,16
ec24935f9c,प्रतिशतले वृद्धि,16
1dff199f23,तपाईँको अनुकूल छ,16
50e7f6f345,रोटी तरकारी अचार,16
d54d85a299,प्रकारका आकारहरू,16
85ea5c8e67,प्रभावित गरेको छ,16
9eaa5fa3af,देश अनि विदेशबाट,16
528db38bf9,तरूनी पत्रिका एक,16
744d18bace,मैले बुझिन लिङ्क,16
ec31b87d3e,पछि विकसित हुँदै,16
b512a37e09,एउटा धेरै रूपवान,16
ec1eb25989,मेची कन्काई तमोर,16
ed5b19da0f,त्यो पसलका सामान,16
6b0111d71b,उनलाई उच्चस्तरको,16
e21c193972,खाएपछि चोखो खाने,16
3bb2081d52,लेखरचना प्रकाशित,16
d553acf892,सरकारबाट प्राप्त,16
3c5196aa45,स्थापित राजवंशको,16
0f55f691ba,आयामेली अभियानका,16
6aff8e9e12,विकासले संसार नै,16
b5052dc3bd,यदि तपाईँले कुनै,16
1e486e012a,वरिपरि चुरे पहाड,16
4c807569f5,पहिलो तथा पाँचौं,16
0e773db7c3,फ्रिडम अफ द सिटी,16
3baa7865d0,प्रयोग गरेका थिए,16
0f53bf4b43,सुरुवात गर्दै नै,16
9fbd44ca17,पौराणिक देश हुन्,16
9fb11256bb,सान जस्ता प्रमुख,16
85f0982916,तर ठुटा अवस्थामा,16
aebab161da,पिताको अकालमा नै,16
1a5fd2475e,हुँदा यहाँ नेपाल,16
ed566a1055,सोही बखत विश्वमै,16
3c52234254,सकेको छैन किनभने,16
aebbe60490,धनका रूपमा रहेको,16
db9d8051a6,विशेष भेद हुँदैन,16
58b3213d3c,वुड्स पहिलो पल्ट,16
7d13a9d1b7,राजेशले तपाईँलाई,16
85f0e3b5a9,निर्णय गरेका थिए,16
db9a0e319e,यसो भएको मानिन्छ,16
4c80e12eb4,दुर्गौली नेपालको,16
6b0dd782c0,फेवा तालमा पर्ने,16
1e4fb4629f,खटिरा निको हुनेछ,16
7418e4d1b6,सत्ता तथा राजाको,16
b489e03af7,भगवतीको मन्दिर छ,16
ec2c210cac,मोटरकार ड्राइभिङ,16
741906c24f,यो बाजाले आधुनिक,16
b4ff516178,हुनसक्ने ठानी ती,16
4c7d1533ce,रङ्गको सतह जस्तै,16
b509f33466,वस्तु हुनु पर्ने,16
e21ef8031d,उहाँकी पत्नी हाल,16
6b049ac23d,बसेको स्थान भूमि,16
0e82e41dc3,तराईबाट आएका थिए,16
d5ddb121a5,विभिन्न देशहरूको,16
0f5b33f631,तर आमाले बाबुलाई,16
d5e2e56868,अख्तर जोया अख्तर,16
9e9daa06d7,निजी क्याम्पस हो,16
4cc59b6230,मबाट सबै डाटाहरू,16
4cb59eba81,ह्रास हुन लाग्दछ,16
4c8130ba34,धेरै आयुको समस्त,16
ec926c4218,चना एउटा पात्रमा,16
0ec7e2996d,प्राकृतिक प्रकोप,16
2d434a8630,हङकङ भ्रमण गरेको,16
ec8cd2138d,भने त्यस कुरालाई,16
0f59e7ae49,क्षेत्रमा राम्रो,16
b4a564258d,प्रदर्शन गरेको छ,16
85c805f0f8,नीमको कमलो पातको,16
6b3039a317,अनुमित व्यय भारत,16
