filename,text,total
19997ad190,एल्बम आइट्युन्स,15
78c3c3fc94,अमिताभकी आमालाई,15
30c6444dca,प्रकाशित हुँदैछ,15
ac88ba6762,नै थिएन त्यसैले,15
78486d671c,नाम राखियो जसको,15
db6263f5a5,जसको लागि उसलाई,15
5aa3d12d16,केन्द्र रहेको छ,15
7983e6d141,तर्फबाट संविधान,15
5ab5b235e6,नाश हुन्छन् तथा,15
115703b0aa,यस कथालाई पढ्दा,15
7f7e9be46c,आभार व्यक्त गरे,15
ae37c9d99b,र नयाँ सहरहरूको,15
32a416e5be,छन् सबै प्रशंसा,15
afd4f3f6cd,पक्षमा भयो र एक,15
714c2b5898,कमजोर तर राम्रो,15
dc414829a6,वुडुवा गुदे आदि,15
dbc3551ea2,यी उपथरहरू माथि,15
de0df36fd8,प्रस्थापना छ कि,15
19c7645671,आज काटेको प्याज,15
19cdd84f0d,निष्प्रयोजन छैन,15
19d01b5bf9,लाग्दछ भने चैते,15
71ac41e499,कारण आफ्नो जन्म,15
1a053c8b86,पछिल्लो संस्करण,15
aebc4291fa,टप नक्सा अनुसार,15
dab5cc787f,गर्दै अघि बढ्दै,15
5a805bf891,डोगरे कहलाउँछन्,15
198d254779,नियन्त्रक हैनन्,15
31250e8a28,मानिसहरू कृषिमा,15
711116b8f7,घोषित भएको थियो,15
adf083c8b0,यस टावरको भित्र,15
18d2a5eacf,करुणाले ओतप्रोत,15
ac8884f147,सेतीमा पुल थिएन,15
afd4f40bdf,पनि कुनै घनिष्ठ,15
ac8d580b57,खनालले राजनैतिक,15
dd1ffdad7f,नराम्रा हुन्छन्,15
197f767911,यसको कुनै स्रोत,15
dab9e97ab9,शिक्षा सुरु गरे,15
de200506e6,यसको पहिलो वर्ष,15
19fd18c6c6,हो त्यसैले केवल,15
5a2d6fb900,गृह पुगेको थियो,15
aeb24276c0,भनेर पनि भनिन्छ,15
18d58cfc88,ज्योतिष विज्ञान,15
ac88d63df2,गाउँ दिएर युद्ध,15
af26ab18ec,उनी बाँच्ने समय,15
1a88a41742,सम्पन्न हुने एक,15
19c8c1ea34,जोडिकन नयाँ लेख,15
af6dc10470,नतमस्तक नहोलान्,15
7f278243c0,कारण अहिले त्यस,15
1acccc80d4,कमलामाई र गौतमी,15
dab663c665,कोट रहेको छ भने,15
ad7d7a9994,पुष्टि भएको छैन,15
723f2ba89d,यातायत सुचारु छ,15
dca25d8b8c,पनि बुझेर मात्र,15
32b47d67a8,विशेष गरी नेवार,15
ddb101d7bc,हुने भएकाले छोए,15
ace79cd5bd,लागि म तपाईँलाई,15
dd2ca148d5,सङ्गठन र त्यसको,15
af795c899d,तपाईँलाई बिनम्र,15
ac8ac33eab,दुर्लुङ नेपालको,15
