filename,text,total
a5efe5c33c,नेपालमा बोलिने किराँती,22
ac6947ec92,पार्टीको सही कार्यदिशा,22
645b12cdf9,प्रकाशमान सिंह श्रेष्ठ,22
627d351181,शिक्षा लिनुभएका थारूको,22
6536517935,वहाँले लेखेको लेखहरूमा,22
341e877732,अत्यन्त पीडादायक बनायो,22
6244e9d1c7,खेलाडीले त्यसपटक पाउने,22
34eac11bd8,पन्तको जनकराज पण्डितकी,22
338ab737e2,भैरवको रूपमा दर्शन दिई,22
a5fe92c949,सबै भौतिक विज्ञानहरूका,22
34c28912fe,उहाँको जन्म काठमाडौँको,22
646d5d3505,बघिनीलाई केही खानेकुरा,22
4f89fa4ab6,धेरै मूल्यवान् मानिन्छ,22
a6c4b9d3df,अस्ट्रेलिया नौसैनिक बल,22
d2b8038652,धरतीको सबैभन्दा पुरानो,22
3414a4b514,जन्मेको विश्वास गरिन्छ,22
aae7a7f308,किल्लासहितको दरबार आदि,22
201f75a70c,वर्षाका महिनाहरू बाहेक,22
654f7ed8d0,नामाकरण गरिएको बताइन्छ,22
630cfc1a9b,तथा श्रवणका अधिकारदेखि,22
637de9740d,बगैंचाको पुरानो पहिचान,22
65ac89ecd6,धेरै चित्रहरू मेटाइएका,22
a7fbfe1206,कुनै पनि नागरिकलाई देश,22
34ca7bba2d,पर्सा जिल्लामा अवस्थित,22
4f875d7265,तपाईँंलाई यहाँ घुमाउरो,22
65ae212bfc,प्रधान महिला बालबालिका,22
aa1d2733e6,दुर्घटनामा पर्ने गरेको,22
a5e8317815,देखि गुरूप्रसाद मैनाली,22
a5f8846f40,सार्वजनिक पुस्तकालय हो,22
a7fbc28bac,उत्तरमा कर्णाली नदीसँग,22
35daa6c0b8,सिड्नीस्थित घरमा रहेको,22
a8d5705d24,शिक्षा स्वास्थ्यको पनि,22
6534d575be,बेलायती राजनीतिज्ञ तथा,22
3593677525,यन्त्रको वातावरण हालको,22
a8f034734e,गाईघाट जिल्ला सदरमुकाम,22
abda31bdaf,चौतारा गाविसले यातायात,22
66842769c4,देवनागरीमा लेख्न सक्नु,22
65fc48cdd0,भोजभतेर मृत्यु संस्कार,22
a8ba640c47,गरिएका अन्तर्वार्तालाई,22
663762f640,यस्ता निर्दयीसँग ईश्वर,22
634a81defb,राजेन्द्र सुवेदीद्वारा,22
341d190910,धेरै व्यक्तिहरूको जीवन,22
34c2056c10,गोपालराज मैनालीको जन्म,22
35a4401479,पढ्ने पाठकसमेत नपाउँदा,22
3306b7f685,जीवन्त यात्रा प्रह्लाद,22
a540603f07,फलस्वरूप विष्णु धनुषको,22
a61296ccf4,केही बाली उठाउन थाल्यो,22
33969e88ec,प्रभावित फ्लपि डिस्कमा,22
3688cc8206,अहिलेसम्म पनि मूलधारमा,22
a6be418f4a,परम्परागत फोन कल नै हो,22
a6cb571a74,विश्लेषण गरिएका थुप्रै,22
381f882936,इन्टरनेटमा आधारित सेवा,22
38201dd067,सधैँजसो भेट्ने जक्सनमा,22
64c67761a6,सुझाव दिँदा झर्किनेलाई,22
6277e86dd9,पदवियोगमा भिन्न डिकोमा,22
66329ee4bb,युनानी फौजको आक्रमणबाट,22
63d8779eb7,हरेकपल्ट उक्त जात्रामा,22
aa397a6758,सबै प्रकाशन इन्टरनेटमा,22
61e00fdc8a,र प्रत्येक राजनैतिक दल,22
382a7c24e2,धेरै चित्रहरू मेटाइएका,22
ab2cfd9ff2,निर्धारण गरिएको हुँदैन,22
372673193b,राख्न सहयोग पुर्‍याउँछ,22
63baf107c3,विशेष रुचि राख्नुहुन्छ,22
383f74d7d3,इन्द्रले स्थापना गरेको,22
ac6e6429b7,जुन पार्टीको नाउँ थियो,22
a9f967416f,पीठस्थललाई दुईवटा साना,22
ab0e10ff14,कार्यक्रमको लागि छानिए,22
3430fff368,मस्यौदा प्रस्तुत गरेका,22
6637898c39,पूर्वी नेपालको किराँती,22
a8f1aa87f1,पश्चिमतर्फ न्यु गिनीका,22
a8f0a3b336,स्वतन्त्र महाचुनाव भयो,22
abdbcab96b,टुकुमैया आदिलाई नेपाली,22
368823ff06,जस्तै हात खुट्टा निधार,22
a7cb257e38,केतु छायाँग्रह मानिन्छ,22
a61926b065,तराईको विभिन्न स्थानमा,22
34373a95fa,प्रख्यात पाटनलाई भन्दा,22
a8df79e1ff,र मृतकका छोरा परिवारले,22
a51a64068c,प्रान्त उत्तर प्रदेशको,22
