filename,text,total
5fc2473e50,त्यसलाई प्रार्थना गर्नु,23
520e0a5573,क्यालिफोर्नियाका गभर्नर,23
0d3fbc964f,खाद्यान्न प्राप्त गर्ने,23
bdf23fd132,यसले जिल्लाको साहित्यिक,23
3dce498a3f,क्षेत्रमा पर्ने सुर्खेत,23
73a711ad77,मर्दुमशुमारी हुँदै थियो,23
7fbb6c016e,हिन्दूहरूमाझ प्रख्यात छ,23
e2542505c7,सूर्यदेखि सम्बन्धित सबै,23
281ad08bdf,देशमा इस्लामिक क्रान्ति,23
80e1c76921,नेकपा माओवादीको तर्फबाट,23
ef348596d4,रोबिन प्रतियोगिता हुन्छ,23
9beae386e4,तथा देवीको नाच देखाइन्छ,23
9d910c38eb,सम्म लेख्न पछि पर्दैनन्,23
bb028e7874,आफ्ना सामुन्ने आइपुग्ने,23
d91c0fffd2,भोजपुर जिल्लामा अवस्थित,23
a99b1ccdc5,ईसमा टीकमगढकी राजकुमारी,23
21adb71462,आफ्ना देवीदेवता पितृलाई,23
923cfbdea0,धातुको कलात्मक वस्तुलाई,23
0d95ab969e,धेरै व्यापक श्रेणीहरूमा,23
37837f924b,अनुसार डुवर्स मध्ययुगीन,23
3cf2fad57c,पुरस्कार पाउनुभएको थियो,23
bc643e613e,भोकमरीबाट लाखौँ मानिसले,23
80c99ca808,क्षेत्रको कर्णाली अञ्चल,23
3eb592b247,काठमाडौँमा विश्व सम्पदा,23
eea8d78102,थारुका बुबा इन्टरप्रसाद,23
2923b85f20,कुखुरालाई अशुद्ध वर्गको,23
3e0a6192d4,पृथ्वीनारायण शाहको शासन,23
9c357f77e2,प्रदत्त भाषिक र धार्मिक,23
b2e0f30f08,आयोजना पृष्ठमा परिवर्तन,23
281ad1e237,सर्वसाधारण आउने गर्दछन्,23
0d311e76eb,गोल्फ टिम च्याम्पियनसिप,23
5206cbafd4,जनकपुर इन्जिनियरिङ कलेज,23
7f54309626,ईडिओसीको विद्वत्तापूर्ण,23
ef1a8b4a66,धार्मिक विश्वासको थलोका,23
9c08916c12,उपलब्धिहरूसँग मानव समाज,23
2831ebea9e,हुन्छ रोगमुक्ति पश्चात्,23
f99f438f6a,लामाद्वारा नियुक्त हुने,23
3ed1af6020,मारामार गरिरहेका आधुनिक,23
2808a1fddf,इत्यादिको अध्ययन गरिन्छ,23
bad6c85977,किलोमिटर उत्तरतिर पर्दछ,23
2e6c7ff872,एसिटोनसँग मिसाई त्यसबाट,23
