filename,text,total
db7f258407,अगाडि गाँसेको,13
edeeb94d37,समापन हुनासाथ,13
30ae756c1d,निश्चित नै यो,13
7229ad8e45,सम्बन्धित भयो,13
ee1870b519,लेखहरू रोचक र,13
50fdb757e9,बालबच्चा भएको,13
7f4006afbc,यस फोन बजारमा,13
daf8b1e24c,यो क्यु र डैन,13
ee1661e34f,उनले लगातार छ,13
db3923b3a7,देशभर हिंसाको,13
3c703ec0ac,इच्छुक सबैलाई,13
edbffa695b,उनीसँग अनैतिक,13
af990adeb0,विमानस्थल नभई,13
dafa460fbf,यसलाई सुपर सब,13
1adaf881bf,मा सत्तामा आए,13
0e3d1103c7,टुँडाल भनिन्छ,13
db1fa18cc6,प्रमुख मान्दै,13
edee05cb64,जो सायद कहिले,13
1ac3653ce2,म तपाईँलाई एक,13
daf0438e03,भए पनि एकपल्ट,13
7f2304cdc9,रमाइलो मान्थे,13
9dfb284d94,उनले लामो समय,13
dafa42ce7c,गम्भीर अध्ययन,13
0dfaefd754,पनि भेटेको छु,13
7228d62532,सेवी नोम्जामो,13
edf7647195,ऊर्जा भन्दछन्,13
3cb5dbb617,नै छोटो समयको,13
1ac32c3a01,उक्त संस्थाले,13
8bff103ef4,परिवर्तन गर्छ,13
5a0bd14f3b,तोकिएको हुन्छ,13
4c58e1582d,गर्ने परम्परा,13
db27dcdc9f,पनि खाम भेगका,13
30f0203efc,हुन सकेको छैन,13
6ae67d52a3,सँस्करणको फोन,13
6ed9994129,अमिलो कम भएका,13
af293b06ab,उल्लेखनीय छन्,13
db16c0bbca,जैव रसायन पनि,13
af69bebc21,सुरूवात गर्ने,13
b1e2ba878c,यसै क्रममा एक,13
7f09c9a787,चतुर छन् तिनै,13
30fc16ae1e,टाढा र सञ्चार,13
7e1473a9b0,जलदेवी मन्दिर,13
3c75c80dd3,विधुत उत्पादन,13
7f07354d38,पछि सुन तीव्र,13
1abcb034bd,वर्णगत स्थिति,13
30ca6c68e4,वस्तुलाई जसमा,13
0e40e242c3,विकिमा राम्रो,13
1ac9818a4a,तिर भएका राजा,13
30ccd99c72,भन्दा पनि असल,13
af28d9d1bd,रगतको सम्बन्ध,13
30c9193951,वा औषधि गुणको,13
30d26caec1,एक पल्ट आएपछि,13
860fc0ff53,पछि हावा चलेर,13
5ee79f2590,शेशी खाम भाषा,13
af681dcf9f,सम्पादन गर्ने,13
ede5f60802,केही पनि गर्न,13
edf1f19128,तुलसीलाई सँगै,13
6ac9f6f6b4,यस प्रकार उनी,13
7209b4a66f,बाँड्न सकिन्न,13
edde2324a1,उन्नतिका लागि,13
9e31f6749b,राख्न मिल्दैन,13
9e46931836,चार इन्च लामो,13
edd9552037,म तपाईँलाई एक,13
0e38e0b0d3,निर्णय गर्‍यो,13
af47a088f8,यस समय उपलब्ध,13
db2cd89332,लगाउन पाइने छ,13
30e7325054,अरथर क्योबलाई,13
7218704a55,इस्लाम फैलियो,13
af4ba4897a,केदार बराल हो,13
7f22442ca2,बरु जहिले पनि,13
db36230c17,खुला रहने तथा,13
720e65301e,मुक्त कमैयाका,13
720e5d9050,यो हो विकास र,13
9e21e15e19,आदि सबै विभाग,13
86192b1af3,वेबसाइटमा पनि,13
0e1e39eea3,चिनाइएको थियो,13
1aac0ee088,उहाँ तीन छोरी,13
3de72a95c6,एलिजाबेथ टेलर,13
7210541c3b,खाएको देखिन्छ,13
0c76bcdac6,यो जुका जनावर,13
db3cab6d28,यो प्रयोग भने,13
db39ebd19c,सतर्क रहनु नै,13
af45c2d3a1,उमा बडी आदर्श,13
1ab6c45271,को शाही घोषणा,13
0e22be4c8f,सन्देश चौतारी,13
511684adb7,हजार डोल्पामा,13
3c84ac1397,कविता सङ्ग्रह,13
30ec79aab9,हाल अमेरिकाले,13
1aa04921e2,ग्रन्थ लेखहरू,13
af379229fd,उपयुक्त हुन्छ,13
db4f559b83,हराएको सम्मान,13
4c67bf8890,गम्भीर प्रश्न,13
af3c060aa0,आरोप लगाएमा म,13
9e4bd052d7,सुन्दर सहर हो,13
511117c740,रुद्रावती नदी,13
9e4a065386,दिन टाढा छैन्,13
1ab901c45e,पनि त्यस विधि,13
3c82899772,हेर्नु हुँदैन,13
db4898d247,रूपमा मानिन्छ,13
7208271ac4,आँक नै भनिन्छ,13
db2d79bcb7,यो फेरि बढ्यो,13
9e4b4b37e7,यस अनिष्ट दोष,13
af54acfc47,समस्यालाई पनि,13
5a0f0a6555,यदि डि मिटर छ,13
511e56b0b6,तथा यो कानपुर,13
721d967d49,गाउँमा नाच्यो,13
0e607fbf8e,मा पुग्यो जुन,13
0e441fc2f0,अनुसार पनिरमा,13
7223aa511e,यी क्षेत्रहरू,13
ee0f2e89d0,कर्ण यानि कान,13
9e75c5629d,जान्डी लिन एक,13
db052f15c6,कारण पिछडिएको,13
db754b63e8,या तपाईँ जानी,13
1ad4526e05,यस गणको निशान,13
ed8d55469d,यो प्राथमिकता,13
db237ea826,देवता बाठो हो,13
731107556e,चर्चित नायकका,13
db177a9839,यो ऊर्जा त्यस,13
4c58c9ca2d,काम गर्नुहोस्,13
3c674072ae,गए जहाँ यिनले,13
7223b2f57c,रूपले हुन्छन्,13
31220d292a,लिलीगाई नामले,13
0e5eb1a7eb,उल्लेख गरिएको,13
0e0de87809,रूपमा भएको हो,13
862c452b83,प्रकारको एउटा,13
85ffe65109,निकै राम्रो छ,13
5a2d103074,कम भयो किनभने,13
3dfdb8bd22,बोसो सबैभन्दा,13
ee1193305b,तिथिहरूका नाम,13
f07a3626aa,मेलमिलाप गरेर,13
1a7d9d6e3b,टिएच हुन्छ तर,13
3ca9af7b34,गुरु वर्ग शरद,13
0e08aa2b48,यो चाडमा भूमि,13
af8e544d0c,कुरूप वा टेढो,13
db002e0edd,मोक्तानको पनि,13
7efe1977bc,छन् एवम् यसको,13
71eb928068,उनले आदेश दिए,13
ee09e20ce6,नियुक्त गरियो,13
db071c038f,लगाइएको हुन्छ,13
af0f98aecc,परिवर्तन हुने,13
0e562b5c18,श्री रामेश्वर,13
db75003bbc,पनि दाद जान्छ,13
0e553cea47,कुन जिल्ला हो,13
db25354069,यसमा प्राय एक,13
0c725620fc,उनले पाँच लाख,13
ed90a7afac,स्नेह दिएको छ,13
3ca6a55fd6,श्री रामेश्वर,13
1c13a1b0af,कडा भाग भित्र,13
0e07ac4645,सक्छ भने घरमा,13
1acd94dad0,उल्लेखनीय काम,13
0c5ccb3996,बरखास्त गर्ने,13
9bd13ca1b9,ज्ञान थियो कि,13
af17d453ce,तुलसीलाई सँगै,13
d8a2d8128d,समाजसेवा गर्न,13
6aea7c10b2,स्वीकार गरेमा,13
511fd19dd7,गृहमन्त्री भए,13
6ae94e6b29,अध्यक्ष चुनिए,13
9e612608ab,बनाएकोलाई रोट,13
af1b967c30,कुनै अद्वितीय,13
af1e94190f,भयो जसले एलिन,13
3c9743c60e,उनलाई हेर्नको,13
eda996732c,जसरी फोको उठी,13
30b339a2fd,बनाउन भन्दा त,13
3105011601,मुख्य भाग थिए,13
71f960f143,पोप छनौट गर्न,13
1acccea8ee,बाजागाजा बजाई,13
af6ec8ae3a,यसलाई डी हटको,13
6aea8e1452,कालीजुरे हाँस,13
721f4a0a77,व्यापारमा पनि,13
ee0a916fd9,समयको सँगै यो,13
db7864a916,मुलुक भारततिर,13
30bcf393f2,नै पर्न स्टार,13
0e5e866702,सहयोग पनि गरे,13
72258284dc,यस भेगको माटो,13
d8c5ed7c67,त त्यसको लगभग,13
4c5e6c83be,गरेका कुरालाई,13
f0721ab5d9,अक्षर खुट्याए,13
af5ba0e88b,रूपमा चिनिन्छ,13
d8c326557b,सानो भाइ थियो,13
af798fee61,माली रहे थारा,13
0e4e1dc851,हिज्जे प्रयोग,13
51209b2efd,अपनाइएको थियो,13
9bf3cdf593,बनोटको उदाहरण,13
9e62bdf9f8,बहिरङ्ग विभाग,13
7f360b2603,अञ्चलाधीश भएर,13
eda2075927,नेपाल आएको हो,13
3c9dce7a67,देव र ब्ल्याक,13
5105061fa5,सहभागिता थिएन,13
af769bcbff,भगवती स्थापना,13
0e4fd91c80,काल देवल थियो,13
3c9c522c79,मैले कवि रमेश,13
871170cd5d,यसको रचना काल,13
9e15044468,समयमा नेपालका,13
b1a1482893,निर्विवाद सबै,13
8711cd09fc,चिसा देशहरूमा,13
f064acc82f,वाचनालयको मेच,13
1ad11a5232,मेघदूत छ जसमा,13
8606f10a07,तर अरूको भलाइ,13
cb88b313c2,शुलभ तरिकाबाट,13
4c5d494265,वा विकिआयोजना,13
ee1c9207c6,मुबारक अकबरको,13
30d1a9c2c2,हो केही गोल्फ,13
870d84f88c,भएपछि नजमालाई,13
6adfc17667,निर्वाह गरेका,13
730ebff5ff,कम भयो किनभने,13
ed9b79d2aa,हजुरबुबा पिता,13
f05bbe53c2,भूमिकामा छिन्,13
b1b0669cf5,मान्यतामा थिए,13
d8d71a3c59,सर्लाही बसेको,13
2f679fa679,सानो बस्ती हो,13
f0746b5653,खाए पनि काँचै,13
0c70b28761,नौ वर्षका थिए,13
2f6ef7473f,आउँछ जबकि एकै,13
7e2b2d0b1d,आँखा र मुखसित,13
d8b5c8b0a9,यसलाई तत्कालै,13
0c6fbcf7d0,पनि उसलाई भने,13
9bee7e896f,काँच र सिलिका,13
b1a149a7b5,पृष्ठ देखिन्छ,13
9bee7d7929,भनिन् हरे उनी,13
3c69dfb39b,अनुमति दिएपछि,13
ee0f717e0c,बनेको धिक्कार,13
8709595827,एक ठाउँको नाम,13
9e6541392e,गोरखा सैनिकको,13
69dc37fee1,पुरा गरेको छु,13
7e36d79fc1,कुनै पनि सभ्य,13
f04e4a6ca6,लागिपरेका छौँ,13
3e06f66a12,कलम लेखनी पेन,13
af0774db6a,नमोबुद्धमा आई,13
f0594b92a0,गाविस दूरी गत,13
af0256ac4f,तारा मण्डल हो,13
d8c5f9a85a,जन लोकपाल बिल,13
ed85dd537f,वर्षको अवधिमा,13
b188939735,यसको प्रयोगको,13
7efd423ff1,जया बच्चन पनि,13
9df7c45a7f,टिएच हुन्छ तर,13
69db7307bb,यो आवश्यक छैन,13
8721d4431d,यस प्रकार छन्,13
4bc1bd878f,लोधी वंश समते,13
9c0bad2945,शनि ध्रुव तिर,13
0c7f9e686c,विभिन्न समयमा,13
f054393f28,आइसिसी वर्ल्ड,13
3ded4b0bb4,ओसार्दा मानिस,13
730649b8e1,यस चाडमा चेली,13
7e35bec087,एक सिपिङ फर्म,13
1c1781ab28,नेवारी भाषामा,13
5966623ce3,तर मलाई अहिले,13
69b7aa8c3c,गुणन भाग गरेर,13
5fc60627b9,यो दलको चुनाव,13
3dea6aa046,यस्तो मानिन्छ,13
9c0a2203af,दौड आदिमा पनि,13
1c18162e46,पर्ने ठाउँ हो,13
0c6d859353,मेरा पिता पनि,13
4bbf60ebfd,भइसक्नुभएको छ,13
51b998b9d7,त्यो जेल रबेन,13
f09a82a192,कार्यरत थिइन्,13
9bc8838774,अवधिमा हुन्छ।,13
f09c726ce8,दोष भएको हुने,13
2f356e9991,खेल्न थालिएको,13
731ccb6246,रुट गरेर अन्य,13
f056f556b0,सहभागिता थियो,13
b19a85bb1f,परेको देखिन्छ,13
3e09ee7b77,यस महासन्धिका,13
5195460251,दिएको देखिन्छ,13
f07d010836,लागेको बताउने,13
5fa42cd431,क्यालोरी अपुग,13
d8cf73d340,नेपालमा पाइने,13
7308610c82,भागेको र राजा,13
d921c5018e,यसले प्रकाशको,13
0c6d3bbfed,फुर्सदको बेला,13
0c4de69e54,भने कि एकतर्फ,13
f0a8ba2849,मात्र कसरी हो,13
7e1234023d,एक सिपिङ फर्म,13
0c4d352b82,पर्छ भने केही,13
3e249fb5d2,यो भिन्नता वा,13
69afbcc571,चुलोबाट झिकेर,13
d87ab098f8,यो भिन्नता वा,13
2f2899ae35,अभियान चलाइयो,13
2f3096bb27,देखिनुका साथै,13
2f26b55670,अब गर्न बाँकी,13
f0b17a32e1,जसमा के सुझाव,13
731c4a089c,डडेलधुरा बजार,13
7e219057e0,परिवर्तन गरेर,13
d8da5d3c64,पेले बाहिर आई,13
5fb92de1d7,शासन कुनै पनि,13
9bd6bb4a23,केही गुणसूत्र,13
7e210a8f0e,सुझाव दिन्छौँ,13
1c3b1c18f2,आउन नदिनुस् ल,13
4ba10a8f77,भने मेरो इमेल,13
1c3bb02494,साइला हिनाहोङ,13
3e1dfafd52,यदि हामी एउटा,13
0c661ba9e0,मलाई आज राजेश,13
51a71aa6ec,मौसम र हाम्रो,13
9c43812564,सर्वज्ञ पुत्र,13
69bcd8ab69,त्यो पुस्तकले,13
3db4597b30,घातक हुन सक्छ,13
b1455d35f9,व्रतकथा पढ्ने,13
1bea51a6db,प्रयोग गरिनेछ,13
3e19fe9290,पनि हुनुहुन्छ,13
5f96ebb429,भन्ने कामनाले,13
7e1993bc0c,को सत्रमा पेप,13
0c6162fb09,आदि सामिल छन्,13
51b03d4927,तर अरूको भलाइ,13
2f47dcd2ac,नायक भएका छन्,13
f002f87463,भन्ने मङ्गलमय,13
f09421804b,रङ यसको सतहको,13
f0010ad9ff,विहिबार यिनको,13
f047552060,अप्रेसन नै हो,13
1c3e41712e,प्रभाव पर्‍यो,13
7e3bb812a8,कि सानो बिछोड,13
5fbae8d8c0,भवन निर्माणमा,13
3dbafa294b,माओवादी धनुषा,13
9c4812b633,बहु वादक बन्न,13
1c421fe408,जानकारी गरायो,13
