filename,text,total
07fdd22f6c,दिनु हुँदैन,11
40632029f0,देखेको थिएँ,11
888c593210,चाड हो जसमा,11
3d2a1b3149,हातमा हुन्छ,11
b757fed2a5,सहमत थिए कि,11
d31afc7c4f,बिना रोकटोक,11
d6c64ef0fb,अब त हाम्रो,11
7da6d3d7e3,स्वयंले पनि,11
95d33e14d5,पूजारी हुन्,11
f1aec6f5c5,उनले छातीमा,11
d40f631d10,ढिलो भएको छ,11
984b8b3740,कार्य नरहरि,11
5f37d4c71d,नियमहरू छन्,11
f3e0a39d0b,आस पास अथवा,11
d79ee3f8cb,एक गाविस हो,11
8661589ed8,बनाएको देवी,11
3cf4ea1277,उसैले खान्छ,11
7470aaff9d,बेग्लै थियो,11
7b55fd7dab,पनि तिन चार,11
da92629d0c,अवसरमा अनेक,11
b07b102878,भण्डार थियो,11
4888353465,सन्त भए पनि,11
676a0fc868,पनि बताइन्छ,11
9d7754737e,छोड्नु परेछ,11
dfd6097fd1,डिलेट भयो र,11
6a51751bb9,मिल्न जान्छ,11
2d796a19db,आँखा भए पनि,11
7ed04e98fa,गर्न रोक्दछ,11
40622e6f0b,साथ नै उनले,11
07fd4affc3,अवसर पनि यस,11
da7b1a5e4b,यो ठुटो लेख,11
9c237010cf,केशराज चिबे,11
1b69778e05,सेनामा छँदा,11
88fbab73e3,यसले सिकाउछ,11
7473dfaee6,यसको कर्ममा,11
da6dc29c0a,गोपाल ठाकुर,11
40625e747a,सहनुपरेको छ,11
88771a4ef2,ठाडो दृष्टि,11
f52178e716,निखारिएको छ,11
7283c84bb0,रूपमा रहन्छ,11
2cd26a0e25,दरवार गद्दी,11
9d77f93f2a,रहन गएको हो,11
f6af4ccc06,मनमा माया त,11
614f117047,खसालेको डबल,11
1b687fc158,छोएको छ भने,11
575d61b226,को भयो जसमा,11
4320d026bb,पनि थियो कि,11
f1aecd4928,आवश्यकता हो,11
affbf42848,जानकारी दिए,11
9420664c38,तला रहेको छ,11
687ba7abf6,तर्नु भनेको,11
2ccb393122,आउनु भएको छ,11
b661590352,भएसरह हुन्छ,11
f3e181dd4c,बन्दरगाह हो,11
216128d9dd,बस्ने मठ हो,11
2a0de307ba,यी फलहरूबाट,11
da7447e7c2,पनि चलिरहयो,11
9d1ae04672,बाध्य गरायो,11
7c79aad5c5,उत्सवमा पनि,11
2b4cd0276a,सम्म पुग्दछ,11
8682ddcfb6,अब मानौँ कि,11
b39fbcab6c,आश्रममा भयो,11
0da414f323,लम्की लम्की,11
f8ca1630ab,वा सानो अंश,11
53cc025c1d,सम्बन्धमा छ,11
f6aedd7f89,अमोढा उत्तर,11
987e5fdae0,लेख सम्पादन,11
4a71e4f085,मन्दिर यसको,11
d547b98514,अनि के हामी,11
5210f18558,सागर भनिन्छ,11
f8c9b2bf4b,जाने र आउने,11
d7a366f5db,चालु करेँगे,11
609ef878fa,पढ्न सकिन्छ,11
5f2efcd2c9,विशेषको नाच,11
06350f30ad,हकी खेल्दथे,11
4109ec9113,योगदान गर्न,11
1b68d8fa03,धेरैको कारक,11
2170b04867,घरमा आनन्दै,11
6a8adaea6c,गर्ने मध्ये,11
5f2f736879,अनविज्ञ छन्,11
d116125fee,सजिलो हुन्छ,11
b00401a5fb,गरेका छैनन्,11
3eace8264f,त्यो लेख हो,11
2e6de57b7c,काली गण्डकी,11
d0ac7f7107,विरोध गर्थे,11
6945c1cd97,गर्न थाल्यो,11
8a5a84d709,स्नातक तहको,11
b5126d6f87,उनको र मेरो,11
f1893d73ae,अनौठो हुन्छ,11
3cf848d7d4,जुन जापानमा,11
ee7c481951,सम्मान सहित,11
53ba1b30f6,टिकेको थिएन,11
b39f03da7d,पौड्ने माछा,11
b2e084a9cd,सहमत थिए कि,11
b012744ca3,अगाडि आफ्नो,11
04d48995aa,दिएको अर्को,11
75523478ba,भए पनि धेरै,11
667b2b41a2,बढ्न थाल्यो,11
d550a21485,व्याकुल थिए,11
b510d87b8a,काम गर्थ्यो,11
738678eb18,जुन मतभेद छ,11
602c355d28,जसको नेपाली,11
763d979883,द्वीप महल छ,11
724eaa3353,भएको थियो त,11
b006bdcf6a,हिँडेका थिए,11
f4389c6b03,पक्राउ गरेर,11
d0a549f2a8,खान गए भनेर,11
0dbccf2ff9,यसको निम्ति,11
3cefbe9afd,भई हाल्छ यो,11
0dad865ad7,समय र जाँगर,11
405fc3f70e,गजलकार हुन्,11
745071cc59,काव्य र गीत,11
59c32d9fa8,लामो सूची छ,11
5732763884,माछा भनिन्छ,11
b65a68e56c,बच्न सकेनन्,11
41a8d75277,हेक्टर थियो,11
1b159f8f59,यसका साथ नै,11
ee766b2a3a,छु भने कुनै,11
66a2b5c46e,चामल सकिन्छ,11
763e9d1d37,ग्रह शनि हो,11
93dafceccd,यसलाई मनाउन,11
b384ddcfb7,बढ्दै गएपछि,11
1b6f71abaf,तर पछि बजेट,11
ee75af259d,अज्ञात थियो,11
d4ef99fe2a,भाग हो न कि,11
0dbfe369e6,लाग्ने कारण,11
b56ef410b0,खुसी लाग्यो,11
f8ce220755,भनेर होइन त,11
0b9e8cdc2d,भयो इत्यादि,11
1f3a8111c2,मौका पाएनन्,11
5135e7110c,लाई भन्दछन्,11
04e1d26d0c,प्रिय बन्यो,11
1b1faaac42,आम्दानी गरे,11
9d20f56f9c,अपनाएका छन्,11
306896d7d1,मृत्यु भयो।,11
2e8e4d5c7e,पाछा विभाजन,11
d4147baaa1,भागमा एक या,11
202200cf09,वर्ग किमी छ,11
763e8879e9,दुर्गा थियो,11
069a196054,कालो तित्रा,11
9726ffc4de,अवस्थिति हो,11
2a0c128992,सातौँ घरबाट,11
498531bd5e,गीतकार हुन्,11
3f2ce5a75e,अख्तियार हो,11
2e6ee28caa,माईती घर हो,11
f51c7723f9,उच्च शिक्षा,11
2cffb2c6ea,राम्ररी लेख,11
f424e5734b,धेरै रोचक छ,11
60dfe39f1e,यो कलन गणित,11
5f33c54f8b,गरिएका हुन्,11
f1b44ab71a,सेवन गरिन्छ,11
88f9fa5088,चाड हो जसमा,11
60096f8a79,तरल र ग्यास,11
