filename,text,total
8e2e826074,जस्ता कमेडी चलचित्रहरूमा,24
a1564c634e,र निर्धारकहरूमा परिवर्तन,24
8e8662a49e,लुम्बिनी अञ्चल रूपन्देही,24
5cf54c4f67,प्याटेन्टको बारेमा कहिले,24
a5237ddd45,सङ्घको प्राविधिक सहयोगमा,24
d114e8e5de,यसको प्रकाशन स्वर्गद्वार,24
d19eb47f72,गुणस्तरको हुने र त्यसबाट,24
61b9d945c3,पशु चौपायाको भुडी फुल्दा,24
a45952cf4f,टाइटैनिक फिल्म निर्माणका,24
4adf575f3a,जटामसी नेपालको लोपोन्मुख,24
2b6c01e082,गोविन्द शर्माद्वारा भएको,24
3addb24b50,दुई रेखाको बाहिरपट्टिबाट,24
381bb85c17,निराशा प्रकट गर्दै भन्यो,24
665b51db98,कालरात्रीमा बिम्ब खोज्दै,24
61e0c567af,तत्कालिन नेपाल उपत्यकामा,24
60c932958a,पहाडी भागदेखि दक्षिणतर्फ,24
8e54098e31,हुँदैन बुझ्नु पर्ने कुरा,24
2b201ead65,गर्नका लागि पहिलादेखि नै,24
2b796eaaaf,जातीय धार्मिक सांस्कृतिक,24
02e48b298a,पछिल्लो दिनहरूमा तपाईँको,24
2b76a795f4,गौँडाको नियन्त्रणमा अछाम,24
9159bcdd4d,छिन्नमस्ताको जनसङ्ख्या छ,24
66be79141f,पेपरोनी पिज्जाको इटालियन,24
d118334c52,कम्पनीले कामदारलाई पूर्व,24
021f3f9300,जुरेसल्ला अथवा जुरेसल्लो,24
2d8c62e8a5,अन्य ग्रहहरूको भूविज्ञान,24
60f85a6771,गरिन्छ अङ्ग्रेजीमा यस्तो,24
fbbfaf1291,पुजारी ठाकुर बताउनुहुन्छ,24
2103faffaf,राजकमल चौधरीको जन्मस्थान,24
2d83d7d651,राजा महादीपले नमोबुद्धमा,24
a06d8840be,दुर्गा उमावि सराङ्गडाँडा,24
06e377fe12,यो प्रयोगकर्ताले तपाईँको,24
06db0ffd65,यसको शक्ति अस्ट्रेलियाली,24
d469b25834,आफ्नै जीवहरूको स्वतन्त्र,24
b84dfba28b,बगैंचादेखि मानव शरीरसम्म,24
b108dc97fb,विधान सम्प्रभूताको विधान,24
6dbcc67f0b,जाजरकोटको सिमानामा पर्ने,24
8e2f437ad9,बचाउ विधि पैसिफिकरद्वारा,24
21298bb1ae,यिनी नियमितरूपले वर्तमान,24
a15c85deb8,उन्मूलन गर्ने उद्देश्यले,24
d4323e5879,यो मन्दिर दैलेख जिल्लाको,24
61ba3fd36b,क्षेत्रमा मिक्षेन टाग्पा,24
b3763c2d15,मोरङ जिल्लाका किसानहरूले,24
b0eda21b3f,जसमा सरकारले आशावारहरूका,24
a507532f10,नेपालमा स्वास्थ्य सेवामा,24
fe78d7d2eb,लिएर सिक्किमलाई तितालिया,24
01c4cbe61f,सामान्यतया अपुरो भन्नाले,24
a878c613f0,चारैतिर समुद्रले घेरिएको,24
a0d5af6834,व्याकरण शास्त्रका अनुसार,24
fc00f1200c,डेल्फीबासीहरूले धेरै पटक,24
b0ef268e18,तथा वास्तुकलाको दृष्टिले,24
61b535d831,अङ्ग्रेजी दैनिक द राइजिङ,24
f5e939d5dc,वनस्पतिलाई विभिन्न थरीका,24
a07dd9cd63,उनलाई प्रभाती सुनाउँथिन्,24
fba93a8a4b,नौ जना प्रतिद्वन्द्वीलाई,24
b77cc21363,यसलाई अङ्ग्रेजीमा ब्लन्ट,24
3842c16bb2,खाद्यपदार्थ गोर्खाधर्मको,24
35c0f1c879,आध्यात्मिक ज्ञानको रूपमा,24
a0ecbc324e,गुलाफका बिरुवा हुर्काउने,24
