filename,text,total
e6ae3bc6a4,अन्य पिछडिएका गाविसका,21
71f2814a68,वास्तवमा निर्णय गर्दा,21
aa8d770978,विरुद्ध भिडाएर राख्ने,21
5a0417584c,कुनै कम्प्युटर भाषामा,21
1334dca276,लागि प्रदर्शन सुरु भए,21
0ba3125299,सुगन्धवालको सट्टा पनि,21
dbb785482f,प्रत्याक्रमण सुरू गरे,21
efb530af8b,समग्र गाउँले गाउँवासी,21
0ce1d18fbd,गन्तव्य स्थानतिर नगएर,21
0ba5612903,पाएपछि उनी लसएन्जलसमा,21
91ca8e9081,शनि र राहुको उपस्थिति,21
7c9b5df38b,गाउँको छेउछेउमा रहेका,21
5a35974578,प्रबन्ध मन्त्रालय तथा,21
9323d1387f,रमेश श्रेष्ठ क्याम्पस,21
f1aec47106,राखिने जस्ता कृयाकलाप,21
cf02213227,अन्तिम छह अध्यायहरूमा,21
226619d6a9,प्रेमपूर्वक रहनु पर्छ,21
8733c7e450,प्रश्न पनि उठाएका छन्,21
e6d715b544,रूपमा शासकको प्रहारको,21
9368378f99,वर्गीकरण गरेर पुग्दैन,21
71f3c8e03a,पूर्वी सिक्किम भारतीय,21
228dd2df57,तेह्रौँ दिन सबै कार्य,21
d317cdc099,वर्णन घिमिरेको पुस्तक,21
caafb7639c,शेरबहादुर देउवालाई आज,21
40ccfae215,नेपाली भाषामा सिक्किम,21
85ccc5d738,आंशिक रूपले वैज्ञानिक,21
133518ce20,विदेशी प्रभावले मुक्त,21
cf3c723ceb,मन्दिर बनाइदेऊ भनेपछि,21
0ba45f241f,यसमा मुख्य गरी भारतीय,21
229e15a6dd,क्षेत्रको नाम विभिन्न,21
cf3dd82740,लागि एम्मी पुरस्कारको,21
cf4c7a8ff8,आनुवंशिकताको अध्ययनमा,21
4b33a70ade,सुल्झाउन अपिल गरेको छ,21
9389bdf259,प्रभावित गरेको पाइन्छ,21
449e260c4b,यहाँ घटस्थापनादेखि नै,21
43990327b5,भविष्यवाणी गर्ने नेता,21
b12d59077d,अधिदेवता त्वष्टा हुन्,21
933748cd34,मुसलमान समाजमा लासलाई,21
5a2fb2d02e,साथमा द्यौसुरे आकाशका,21
4b9f700ef4,अनुसन्धान गर्ने पहिलो,21
229ddb704e,स्वास्थ्य सेवा उपलब्ध,21
f1544163ba,ढुङ्गे धाराको धार्मिक,21
87e3deffe8,कि गम्भीर इमर्जेन्‍सी,21
b2ab9b16bd,परिभाषित गरेको पाइन्छ,21
e750c9e335,पछि कामतापुर राज्यलाई,21
dbc788e174,निस्कन्थ्यो तर आधुनिक,21
4ba2e4e4ee,तर दिमागभन्दा तीब्र छ,21
59fbb79b1b,लागि कार्य हेर्नुहोस्,21
938714afbb,भने पल्लभी म्हेन्दोको,21
938735d717,अधिराज्यमाथि सात पल्ट,21
